tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svIn,w_svTot,w_1stWon,w_2ndWon,w_SvGms,w_bpIn,w_bpTot,l_ace,l_df,l_svIn,l_svTot,l_1stWon,l_2ndWon,l_SvGms,l_bpIn,l_bpTot,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-311,London,Grass,32,A,,22,jaume-munar,,,Jaume Munar,R,0,ESP,0.0,jordan-thompson,,,Jordan Thompson,R,0,AUS,0.0,7-5 0-0 RET.,3,R32,47,5,1,22,36,15,8,6,3,4,2,2,20,33,18,8,6,1,1,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,22,adam-walton,8,,Adam Walton,R,0,AUS,0.0,rodrigo-pacheco mendez,,WC,Rodrigo Pacheco Mendez,R,0,MEX,0.0,7-6(5) 6-2 .,3,R32,110,4,1,35,67,27,17,10,0,1,0,3,44,67,29,8,10,0,3,0,0,0,0
2025-1536,Madrid,Clay,32,A,,22,gabriel-diallo,3,,Gabriel Diallo,R,0,CAN,0.0,nicolas-moreno de alboran,,,Nicolas Moreno De Alboran,R,0,USA,0.0,6-3  6-3 .,3,Unknown,70,9,1,35,51,26,12,9,1,1,1,2,37,55,22,11,9,4,7,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,22,bernard-tomic,,Q,Bernard Tomic,R,0,AUS,0.0,rinky-hijikata,,WC,Rinky Hijikata,R,0,AUS,0.0,3-6  7-5  6-2 .,3,R32,107,9,2,52,86,40,18,14,6,8,3,2,44,82,29,22,15,1,5,0,0,0,0
2025-360,Marrakech,Clay,32,A,,22,kamil-majchrzak,,Q,Kamil Majchrzak,R,0,POL,0.0,jaume-munar,6,,Jaume Munar,R,0,ESP,0.0,6-4  6-3 .,3,R32,89,4,1,35,55,27,13,10,2,3,5,5,23,54,20,10,9,4,7,0,0,0,0
2025-496,Marseille,Hard,32,A,,22,nuno-borges,8,,Nuno Borges,R,0,POR,0.0,stan-wawrinka,,WC,Stan Wawrinka,R,0,SUI,0.0,6-7(4) 7-6(1) 6-3 .,3,R32,151,5,3,66,99,47,25,17,1,3,12,3,59,116,41,31,16,5,8,0,0,0,0
2025-403,Miami,Hard,32,A,,22,terence-atmane,,,Terence Atmane,R,0,FRA,0.0,luca-nardi,3,,Luca Nardi,R,0,ITA,0.0,6-3  7-6(4).,3,Unknown,112,7,1,57,91,40,14,10,12,14,3,2,42,78,30,23,11,7,8,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,22,valentin-vacherot,,WC,Valentin Vacherot,R,0,MON,0.0,jan-lennard-struff,,,Jan-Lennard Struff,R,0,GER,0.0,6-2  6-1 .,3,R64,58,3,3,31,48,16,7,7,6,10,5,0,27,41,23,9,8,0,0,0,0,0,0
2025-375,Montpellier,Clay,32,A,,22,jesper-de jong,,,Jesper de Jong,R,0,NED,0.0,quentin-halys,,WC,Quentin Halys,R,0,FRA,0.0,7-6(7) 2-0 RET.,3,R32,72,6,3,25,46,21,15,7,0,0,11,4,30,51,25,8,7,1,2,0,0,0,0
2025-308,Munich,Clay,32,A,,22,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,christopher-o'connell,,LL,Christopher O'Connell,R,0,AUS,0.0,7-6(3) 7-6(3).,3,R32,116,8,1,55,87,40,19,12,2,2,12,2,55,82,42,19,12,3,3,0,0,0,0
2025-6932,Rio De Janeiro,Clay,32,A,,22,damir-dzumhur,,,Damir Dzumhur,R,0,BIH,0.0,dusan-lajovic,,,Dusan Lajovic,R,0,SRB,0.0,6-3  6-4 .,3,R32,89,3,1,52,69,33,7,9,7,9,3,1,38,59,26,17,10,1,1,0,0,0,0
2025-416,Rome,Clay,32,A,,22,cameron-norrie,3,,Cameron Norrie,R,0,GBR,0.0,jacopo-vasami,,WC,Jacopo Vasami,R,0,ITA,0.0,6-3  6-2 .,3,Unknown,80,2,1,31,50,23,15,9,5,5,5,3,29,59,19,13,8,9,12,0,0,0,0
2025-407,Rotterdam,Hard,32,A,,22,alex-de minaur,3,,Alex de Minaur,R,0,AUS,0.0,david-goffin,,,David Goffin,R,0,BEL,0.0,6-2  6-4 .,3,R32,96,2,0,37,72,27,14,9,7,10,4,1,28,60,20,22,9,3,3,0,0,0,0
2025-440,S Hertogenbosch,Grass,32,A,,22,mark-lajal,,Q,Mark Lajal,R,0,EST,0.0,laslo-djere,,,Laslo Djere,R,0,SRB,0.0,6-2  6-4 .,3,R32,78,3,3,35,60,22,11,9,1,4,3,2,36,52,28,10,9,4,4,0,0,0,0
2025-8996,Santiago,Clay,32,A,,22,camilo-ugo carabelli,,,Camilo Ugo Carabelli,R,0,ARG,0.0,nicolas-jarry,7,,Nicolas Jarry,R,0,CHI,0.0,5-7  6-3  7-6(9).,3,R32,173,7,6,57,108,48,27,16,2,3,3,4,73,119,56,27,17,6,7,0,0,0,0
2025-321,Stuttgart,Clay,32,A,,22,justin-engel,,WC,Justin Engel,R,0,GER,0.0,james-duckworth,,Q,James Duckworth,R,0,AUS,0.0,4-6  6-4  7-6(5).,3,R32,149,16,4,64,105,48,22,16,4,6,16,4,58,104,41,27,16,4,6,0,0,0,0
2025-421,Toronto,Hard,32,A,,22,giovanni-mpetshi perricard,,,Giovanni Mpetshi Perricard,R,0,FRA,0.0,shintaro-mochizuki,,Q,Shintaro Mochizuki,R,0,JPN,0.0,6-4  6-2 .,3,R128,71,5,2,24,55,17,14,9,1,4,6,4,29,50,24,13,9,1,1,0,0,0,0
2025-439,Umag,Clay,32,A,,22,mariano-navone,5,,Mariano Navone,R,0,ARG,0.0,tomas-barrios vera,,,Tomas Barrios Vera,R,0,CHI,0.0,6-1  6-2 .,3,R32,70,0,0,27,46,13,7,7,5,10,0,0,25,39,19,10,8,0,1,0,0,0,0
2025-418,Washington,Clay,32,A,,22,reilly-opelka,,,Reilly Opelka,R,0,USA,0.0,murphy-cassone,,Q,Murphy Cassone,R,0,USA,0.0,7-6(4) 6-7(5) 6-3 .,3,R64,140,23,3,61,108,53,27,17,3,4,11,8,56,100,46,24,16,4,6,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,22,mariano-navone,2,,Mariano Navone,R,0,ARG,0.0,jan-lennard-struff,,,Jan-Lennard Struff,R,0,GER,0.0,6-7(2) 6-2  6-4 .,3,Unknown,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-807,Acapulco,Hard,32,A,,21,rodrigo-pacheco mendez,,WC,Rodrigo Pacheco Mendez,R,0,MEX,0.0,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,7-5  4-6  7-6(4).,3,R32,181,16,3,79,128,56,23,17,10,12,12,1,71,102,55,18,17,6,8,0,0,0,0
2025-8998,Adelaide,Hard,32,A,,21,arthur-cazaux,,,Arthur Cazaux,R,0,FRA,0.0,adam-walton,,Q,Adam Walton,R,0,AUS,0.0,7-5  6-1 .,3,R32,102,9,8,38,73,28,19,10,9,10,4,1,37,58,20,9,9,5,9,0,0,0,0
2025-301,Auckland,Hard,32,A,,21,jakub-mensik,,,Jakub Mensik,R,0,CZE,0.0,pablo-carreno busta,,LL,Pablo Carreno Busta,R,0,ESP,0.0,6-2  4-6  7-5 .,3,R32,131,3,3,63,100,45,17,15,4,7,18,2,55,88,45,18,15,1,2,0,0,0,0
2025-425,Barcelona,Clay,32,A,,21,sebastian-korda,,,Sebastian Korda,R,0,USA,0.0,matteo-arnaldi,,,Matteo Arnaldi,R,0,ITA,0.0,3-6  6-3  6-2 .,3,R32,116,0,0,46,74,29,16,13,2,6,5,2,52,75,36,15,13,4,6,0,0,0,0
2025-316,Bastad,Clay,32,A,,21,damir-dzumhur,7,,Damir Dzumhur,R,0,BIH,0.0,sebastian-ofner,,,Sebastian Ofner,R,0,AUT,0.0,6-4  6-4 .,3,R32,87,4,2,32,64,24,13,10,3,6,0,1,38,56,26,12,10,2,3,0,0,0,0
2025-339,Brisbane,Hard,32,A,,21,alex-michelsen,,,Alex Michelsen,R,0,USA,0.0,christopher-o'connell,,,Christopher O'Connell,R,0,AUS,0.0,6-4  4-6  7-6(10).,3,R32,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-4462,Bucharest,Clay,32,A,,21,gabriel-diallo,,,Gabriel Diallo,R,0,CAN,0.0,chun-hsin-tseng,,,Chun-Hsin Tseng,R,0,TPE,0.0,7-6(5) 7-6(2).,3,R32,126,5,3,47,82,35,22,12,4,6,0,1,55,81,36,13,12,0,2,0,0,0,0
2025-506,Buenos Aires,Clay,32,A,,21,corentin-moutet,,,Corentin Moutet,R,0,FRA,0.0,sumit-nagal,,LL,Sumit Nagal,R,0,IND,0.0,7-5  6-2 .,3,R32,112,4,1,52,69,33,9,10,4,6,1,3,51,80,33,8,10,4,9,0,0,0,0
2025-424,Dallas,Hard,32,A,,21,casper-ruud,2,,Casper Ruud,R,0,NOR,0.0,james-duckworth,,LL,James Duckworth,R,0,AUS,0.0,7-5  4-6  6-2 .,3,R32,130,12,2,65,92,45,14,15,3,6,8,4,62,91,48,17,15,10,11,0,0,0,0
2025-499,Delray Beach,Clay,32,A,,21,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,rinky-hijikata,,,Rinky Hijikata,R,0,AUS,0.0,6-2  6-0 .,3,R32,59,4,1,19,36,16,12,7,0,0,2,1,29,48,13,7,7,3,8,0,0,0,0
2025-451,Doha,Hard,32,A,,21,nuno-borges,,,Nuno Borges,R,0,POR,0.0,otto-virtanen,,LL,Otto Virtanen,R,0,FIN,0.0,7-6(6) 6-3 .,3,R32,82,6,2,53,71,36,7,10,4,7,3,0,55,69,40,5,11,1,3,0,0,0,0
2025-495,Dubai,Hard,32,A,,21,matteo-berrettini,,,Matteo Berrettini,R,0,ITA,0.0,gael-monfils,,,Gael Monfils,R,0,FRA,0.0,7-5  6-4 .,3,R32,83,5,4,37,63,24,12,11,0,4,9,2,39,53,35,5,11,4,6,0,0,0,0
2025-741,Eastbourne,Hard,32,A,,21,james-duckworth,,Q,James Duckworth,R,0,AUS,0.0,aleksandar-vukic,,Q,Aleksandar Vukic,R,0,AUS,0.0,6-3 6-7(5) 6-1 .,3,R32,141,5,2,55,91,36,19,13,8,11,10,3,63,96,50,19,15,5,5,0,0,0,0
2025-322,Geneva,Hard,32,A,,21,matteo-arnaldi,8,,Matteo Arnaldi,R,0,ITA,0.0,hugo-gaston,,,Hugo Gaston,R,0,FRA,0.0,6-7(6) 6-4  6-4 .,3,R32,144,8,4,58,95,43,18,16,5,8,0,1,51,95,33,25,16,4,9,0,0,0,0
2025-314,Gstaad,Clay,32,A,,21,roberto-carballes baena,,,Roberto Carballes Baena,R,0,ESP,0.0,carlos-taberner,,,Carlos Taberner,R,0,ESP,0.0,1-6  6-2  7-6(5).,3,R32,153,3,4,60,95,43,14,13,6,9,6,6,62,98,43,16,14,7,10,0,0,0,0
2025-500,Halle,Grass,32,A,,21,felix-auger-aliassime,,,Felix Auger-Aliassime,R,0,CAN,0.0,laslo-djere,,Q,Laslo Djere,R,0,SRB,0.0,6-3 6-7(6) 6-1 .,3,R32,125,17,3,67,92,59,9,15,3,3,3,3,51,79,37,15,13,2,5,0,0,0,0
2025-414,Hamburg,Clay,32,A,,21,alexander-zverev,1/WC,,Alexander Zverev,R,0,GER,0.0,aleksandar-kovacevic,,Q,Aleksandar Kovacevic,R,0,USA,0.0,6-1  7-6(5).,3,R32,94,7,0,35,49,31,8,9,0,1,4,0,38,74,23,18,10,1,5,0,0,0,0
2025-336,Hong Kong,Hard,32,A,,21,gabriel-diallo,,Q,Gabriel Diallo,R,0,CAN,0.0,roberto-carballes baena,,,Roberto Carballes Baena,R,0,ESP,0.0,4-6  7-6(4) 7-5 .,3,R32,169,9,2,85,117,57,19,17,10,13,9,6,65,104,52,16,17,5,8,0,0,0,0
2025-717,Houston,Clay,32,A,,21,adrian-mannarino,,LL,Adrian Mannarino,R,0,FRA,0.0,yannick-hanfmann,,,Yannick Hanfmann,R,0,GER,0.0,7-6(5) 6-3 .,3,R32,110,4,2,40,57,26,7,10,0,3,2,0,51,82,34,15,11,12,14,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,21,gabriel-diallo,4,,Gabriel Diallo,R,0,CAN,0.0,hady-habib,,,Hady Habib,R,0,LBN,0.0,6-3  7-6(5).,3,Unknown,94,9,6,45,79,36,18,11,5,6,6,3,42,69,30,13,10,5,7,0,0,0,0
2025-319,Kitzbuhel,Clay,32,A,,21,thiago-seyboth wild,,,Thiago Seyboth Wild,R,0,BRA,0.0,justin-engel,NG,,Justin Engel,R,0,GER,0.0,7-5  6-3 .,3,R32,96,1,0,43,61,34,11,11,0,1,6,4,39,70,26,15,10,4,7,0,0,0,0
2025-311,London,Grass,32,A,,21,brandon-nakashima,,,Brandon Nakashima,R,0,USA,0.0,giovanni-mpetshi perricard,,,Giovanni Mpetshi Perricard,R,0,FRA,0.0,6-7(10) 7-6(5) 6-4 .,3,R32,151,13,2,73,108,57,27,17,3,4,23,5,83,127,66,24,17,9,11,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,21,luis carlos-alvarez,,WC,Luis Carlos Alvarez,R,0,MEX,0.0,james-mccabe,,,James McCabe,R,0,AUS,0.0,6-1  6-2 .,3,R32,73,4,4,15,44,11,8,8,2,7,0,2,27,52,20,15,7,6,6,0,0,0,0
2025-1536,Madrid,Clay,32,A,,21,hugo-gaston,4,,Hugo Gaston,R,0,FRA,0.0,yannick-hanfmann,,,Yannick Hanfmann,R,0,GER,0.0,7-6(6) 4-6  6-4 .,3,Unknown,164,1,4,64,128,44,32,16,15,20,2,2,57,98,38,24,16,4,9,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,21,roman-safiullin,,,Roman Safiullin,R,0,RUS,0.0,alexandre-muller,5,,Alexandre Muller,R,0,FRA,0.0,7-6(5) 7-5 .,3,R32,115,5,3,47,80,34,15,12,1,4,9,3,51,85,40,15,12,2,4,0,0,0,0
2025-360,Marrakech,Clay,32,A,,21,mattia-bellucci,8,,Mattia Bellucci,R,0,ITA,0.0,pavel-kotov,,,Pavel Kotov,R,0,RUS,0.0,6-4  6-4 .,3,R32,103,3,2,46,64,31,7,10,4,7,9,3,32,56,26,15,10,1,2,0,0,0,0
2025-496,Marseille,Hard,32,A,,21,daniel-altmaier,,,Daniel Altmaier,R,0,GER,0.0,luca-nardi,,,Luca Nardi,R,0,ITA,0.0,6-2  6-2 .,3,R32,82,0,1,36,67,26,7,8,7,11,10,1,30,53,25,12,8,4,4,0,0,0,0
2025-403,Miami,Hard,32,A,,21,christopher-o'connell,4,,Christopher O'Connell,R,0,AUS,0.0,liam-draxl,Alt,,Liam Draxl,R,0,CAN,0.0,7-5  6-0 .,3,Unknown,86,6,1,31,48,27,9,9,2,3,5,1,44,65,25,6,9,5,10,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,21,corentin-moutet,12,,Corentin Moutet,R,0,FRA,0.0,david-goffin,2,,David Goffin,R,0,BEL,0.0,2-6  7-6(4) 7-5 .,3,Unknown,209,2,8,70,118,50,18,16,6,10,1,4,82,132,50,24,16,15,20,0,0,0,0
2025-375,Montpellier,Clay,32,A,,21,tallon-griekspoor,5,,Tallon Griekspoor,R,0,NED,0.0,botic-van de zandschulp,,,Botic van de Zandschulp,R,0,NED,0.0,7-5  6-3 .,3,R32,95,8,2,47,77,34,13,11,5,7,4,10,28,57,21,10,10,0,4,0,0,0,0
2025-6932,Rio De Janeiro,Clay,32,A,,21,jaime-faria,,LL,Jaime Faria,R,0,POR,0.0,tomas-barrios vera,,Q,Tomas Barrios Vera,R,0,CHI,0.0,6-2  7-5 .,3,R32,87,2,3,37,61,26,9,10,4,8,6,5,31,59,26,14,10,3,4,0,0,0,0
2025-416,Rome,Clay,32,A,,21,alexander-shevchenko,4,,Alexander Shevchenko,R,0,KAZ,0.0,juan pablo-ficovich,,,Juan Pablo Ficovich,R,0,ARG,0.0,6-4  6-4 .,3,Unknown,101,2,0,37,63,23,18,10,3,5,1,0,52,79,25,18,10,6,10,0,0,0,0
2025-407,Rotterdam,Hard,32,A,,21,andrey-rublev,4,,Andrey Rublev,R,0,RUS,0.0,zhizhen-zhang,,,Zhizhen Zhang,R,0,CHN,0.0,6-3  6-4 .,3,R32,82,7,1,37,61,29,15,10,1,1,8,4,38,70,27,16,9,6,8,0,0,0,0
2025-440,S Hertogenbosch,Grass,32,A,,21,adrian-mannarino,,LL,Adrian Mannarino,R,0,FRA,0.0,christopher-o'connell,,,Christopher O'Connell,R,0,AUS,0.0,6-1  6-3 .,3,R32,88,3,2,26,56,20,19,8,4,4,1,0,35,65,20,14,8,10,14,0,0,0,0
2025-8996,Santiago,Clay,32,A,,21,jaime-faria,,,Jaime Faria,R,0,POR,0.0,luciano-darderi,8,,Luciano Darderi,R,0,ITA,0.0,6-3  6-4 .,3,R32,79,12,3,40,59,33,11,10,4,4,1,2,33,60,24,13,9,5,7,0,0,0,0
2025-321,Stuttgart,Clay,32,A,,21,marton-fucsovics,,Q,Marton Fucsovics,R,0,HUN,0.0,yannick-hanfmann,,Q,Yannick Hanfmann,R,0,GER,0.0,7-5  6-4 .,3,R32,95,3,2,46,71,29,15,11,4,7,8,2,40,69,33,14,11,1,2,0,0,0,0
2025-421,Toronto,Hard,32,A,,21,emilio-nava,,Q,Emilio Nava,R,0,USA,0.0,zizou-bergs,,,Zizou Bergs,R,0,BEL,0.0,6-1  7-6(4).,3,R128,86,7,4,35,58,30,15,10,2,3,3,7,35,70,21,20,9,7,10,0,0,0,0
2025-439,Umag,Clay,32,A,,21,nikoloz-basilashvili,,,Nikoloz Basilashvili,R,0,GEO,0.0,roberto-carballes baena,6,,Roberto Carballes Baena,R,0,ESP,0.0,6-3  6-4 .,3,R32,91,4,1,39,71,23,12,10,11,17,4,4,33,57,27,4,9,4,7,0,0,0,0
2025-418,Washington,Clay,32,A,,21,ethan-quinn,,WC,Ethan Quinn,R,0,USA,0.0,christopher-o'connell,,,Christopher O'Connell,R,0,AUS,0.0,6-3  6-2 .,3,R64,71,6,2,27,51,21,17,9,1,1,7,2,35,52,23,7,8,1,4,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,21,coleman-wong,,,Coleman Wong,R,0,HKG,0.0,juan manuel-cerundolo,3,,Juan Manuel Cerundolo,R,0,ARG,0.0,6-2  6-3 .,3,Unknown,77,5,2,39,51,22,3,8,3,7,3,2,45,67,30,13,9,4,5,0,0,0,0
2025-9900,Perth Sydney,Hard,32,A,,21,tomas martin-etcheverry,17,,Tomas Martin Etcheverry,R,0,ARG,0.0,billy-harris,6,,Billy Harris,R,0,GBR,0.0,3-6  6-3  6-2 .,3,Unknown,164,9,4,56,50,74,45,13,67,6,10,1,66,61,72,56,13,89,8,0,0,0,0
2025-807,Acapulco,Hard,32,A,,20,casper-ruud,2,,Casper Ruud,R,0,NOR,0.0,arthur-rinderknech,,,Arthur Rinderknech,R,0,FRA,0.0,6-4  6-3 .,3,R32,102,7,1,51,68,29,8,9,6,9,6,0,45,57,35,5,10,2,3,0,0,0,0
2025-8998,Adelaide,Hard,32,A,,20,marcos-giron,,,Marcos Giron,R,0,USA,0.0,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,6-2  3-6  6-3 .,3,R32,103,8,3,58,89,40,12,13,4,8,4,0,41,72,29,22,13,2,4,0,0,0,0
2025-301,Auckland,Hard,32,A,,20,gael-monfils,,,Gael Monfils,R,0,FRA,0.0,pedro-martinez,,,Pedro Martinez,R,0,ESP,0.0,1-6  7-6(5) 6-3 .,3,R32,144,1,3,58,83,41,15,13,3,5,8,3,51,86,38,17,15,1,5,0,0,0,0
2025-425,Barcelona,Clay,32,A,,20,pedro-martinez,,,Pedro Martinez,R,0,ESP,0.0,brandon-nakashima,,,Brandon Nakashima,R,0,USA,0.0,7-5  5-7  6-4 .,3,R32,198,2,2,79,117,53,19,17,2,4,11,1,72,114,48,22,17,3,6,0,0,0,0
2025-316,Bastad,Clay,32,A,,20,vit-kopriva,8,,Vit Kopriva,R,0,CZE,0.0,hugo-dellien,,,Hugo Dellien,R,0,BOL,0.0,6-1 3-0 RET.,3,R32,45,1,0,18,32,13,9,5,4,4,0,0,23,31,7,3,5,2,6,0,0,0,0
2025-339,Brisbane,Hard,32,A,,20,yoshihito-nishioka,,Q,Yoshihito Nishioka,R,0,JPN,0.0,arthur-rinderknech,,,Arthur Rinderknech,R,0,FRA,0.0,6-3  6-4 .,3,R32,74,6,1,31,51,23,11,9,1,3,1,0,31,50,28,13,10,0,0,0,0,0,0
2025-4462,Bucharest,Clay,32,A,,20,damir-dzumhur,,,Damir Dzumhur,R,0,BIH,0.0,valentin-vacherot,,Q,Valentin Vacherot,R,0,MON,0.0,6-2  6-1 .,3,R32,73,1,4,31,53,17,8,7,3,8,1,1,35,54,24,10,8,5,6,0,0,0,0
2025-506,Buenos Aires,Clay,32,A,,20,francisco-cerundolo,5,,Francisco Cerundolo,R,0,ARG,0.0,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,6-4  6-4 .,3,R32,101,1,0,47,71,28,14,10,6,9,1,0,49,69,32,13,10,7,8,0,0,0,0
2025-424,Dallas,Hard,32,A,,20,tommy-paul,3,,Tommy Paul,R,0,USA,0.0,jenson-brooksby,,WC,Jenson Brooksby,R,0,USA,0.0,6-7(6) 6-3  6-4 .,3,R32,159,7,4,62,98,45,18,15,6,9,3,1,81,108,49,12,16,4,10,0,0,0,0
2025-499,Delray Beach,Clay,32,A,,20,mackenzie-mcdonald,,WC,Mackenzie McDonald,R,0,USA,0.0,kei-nishikori,,,Kei Nishikori,R,0,JPN,0.0,7-6(4) 4-6  7-5 .,3,R32,152,4,2,61,102,41,19,17,2,7,4,1,79,111,56,13,17,3,8,0,0,0,0
2025-451,Doha,Hard,32,A,,20,tallon-griekspoor,,,Tallon Griekspoor,R,0,NED,0.0,jan-lennard-struff,,,Jan-Lennard Struff,R,0,GER,0.0,7-6(5) 7-6(7).,3,R32,126,10,1,71,98,52,12,12,6,7,8,5,65,92,50,14,12,5,6,0,0,0,0
2025-495,Dubai,Hard,32,A,,20,tallon-griekspoor,,,Tallon Griekspoor,R,0,NED,0.0,roman-safiullin,,Q,Roman Safiullin,R,0,RUS,0.0,5-7  7-6(4) 7-6(1).,3,R32,179,10,7,64,115,50,30,18,2,3,17,5,92,130,67,20,18,10,12,0,0,0,0
2025-741,Eastbourne,Hard,32,A,,20,marcos-giron,,,Marcos Giron,R,0,USA,0.0,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,6-4  7-5 .,3,R32,82,2,3,43,66,29,11,11,2,5,4,0,50,74,31,17,11,5,6,0,0,0,0
2025-322,Geneva,Hard,32,A,,20,jacob-fearnley,,,Jacob Fearnley,R,0,GBR,0.0,dusan-lajovic,,WC,Dusan Lajovic,R,0,SRB,0.0,6-4  6-1 .,3,R32,72,2,1,33,55,16,8,9,4,10,5,1,32,55,23,9,8,3,5,0,0,0,0
2025-314,Gstaad,Clay,32,A,,20,juan manuel-cerundolo,,,Juan Manuel Cerundolo,R,0,ARG,0.0,jan-lennard-struff,,,Jan-Lennard Struff,R,0,GER,0.0,6-3  3-6  6-3 .,3,R32,140,5,3,58,90,41,20,14,10,11,9,8,52,116,37,32,13,8,10,0,0,0,0
2025-500,Halle,Grass,32,A,,20,flavio-cobolli,,,Flavio Cobolli,R,0,ITA,0.0,joao-fonseca,,WC,Joao Fonseca,R,0,BRA,0.0,5-7  7-6(3) 7-6(8).,3,R32,164,9,1,82,120,64,22,18,4,4,11,3,83,138,59,34,18,8,9,0,0,0,0
2025-414,Hamburg,Clay,32,A,,20,andrey-rublev,3,,Andrey Rublev,R,0,RUS,0.0,damir-dzumhur,,,Damir Dzumhur,R,0,BIH,0.0,6-4  6-3 .,3,R32,89,3,1,35,67,29,11,10,3,5,2,5,42,65,22,13,9,5,9,0,0,0,0
2025-336,Hong Kong,Hard,32,A,,20,alexandre-muller,,,Alexandre Muller,R,0,FRA,0.0,marc-andrea-huesler,,Q,Marc-Andrea Huesler,R,0,SUI,0.0,2-6  6-4  6-3 .,3,R32,125,9,2,73,93,48,10,14,6,9,8,3,40,81,34,15,13,5,8,0,0,0,0
2025-717,Houston,Clay,32,A,,20,mackenzie-mcdonald,,,Mackenzie McDonald,R,0,USA,0.0,daniel elahi-galan,,,Daniel Elahi Galan,R,0,COL,0.0,6-2 6-7(3) 6-4 .,3,R32,135,7,0,60,90,46,13,15,2,5,4,2,53,84,42,21,15,1,1,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,20,damir-dzumhur,5,,Damir Dzumhur,R,0,BIH,0.0,brandon-holt,,,Brandon Holt,R,0,USA,0.0,6-4  6-2 .,3,Unknown,80,2,2,37,55,27,10,9,2,3,1,1,42,61,22,9,9,1,5,0,0,0,0
2025-319,Kitzbuhel,Clay,32,A,,20,jan-lennard-struff,,Q,Jan-Lennard Struff,R,0,GER,0.0,sebastian-ofner,,,Sebastian Ofner,R,0,AUT,0.0,6-4  6-2 .,3,R32,64,6,6,33,59,22,8,9,1,5,3,1,36,51,29,7,9,2,3,0,0,0,0
2025-311,London,Grass,32,A,,20,reilly-opelka,PR,,Reilly Opelka,R,0,USA,0.0,camilo-ugo carabelli,,,Camilo Ugo Carabelli,R,0,ARG,0.0,7-6(6) 6-4 .,3,R32,89,21,3,44,65,39,11,11,3,4,4,4,41,74,28,18,11,2,4,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,20,nishesh-basavareddy,,,Nishesh Basavareddy,R,0,USA,0.0,nicolas-mejia,,Q,Nicolas Mejia,R,0,COL,0.0,6-4  6-1 .,3,R32,82,3,1,31,54,18,11,9,2,6,5,1,23,44,18,15,8,1,1,0,0,0,0
2025-1536,Madrid,Clay,32,A,,20,rinky-hijikata,5,,Rinky Hijikata,R,0,AUS,0.0,lloyd-harris,,,Lloyd Harris,R,0,RSA,0.0,6-4 7-6(11) 4-1 RET.,3,Unknown,147,7,5,69,106,49,21,14,10,12,12,2,80,113,54,15,13,10,14,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,20,gabriel-diallo,6,,Gabriel Diallo,R,0,CAN,0.0,jaume-munar,,,Jaume Munar,R,0,ESP,0.0,7-5  6-3 .,3,R32,107,10,2,49,68,35,11,10,2,2,2,5,38,61,28,11,11,1,4,0,0,0,0
2025-360,Marrakech,Clay,32,A,,20,pablo-carreno busta,,,Pablo Carreno Busta,R,0,ESP,0.0,younes-lalami laaroussi,,WC,Younes Lalami Laaroussi,R,0,MAR,0.0,6-1  6-3 .,3,R32,77,2,1,26,44,22,13,8,1,1,1,5,35,58,23,6,8,5,9,0,0,0,0
2025-496,Marseille,Hard,32,A,,20,zizou-bergs,,,Zizou Bergs,R,0,BEL,0.0,clement-chidekh,,Q,Clement Chidekh,R,0,FRA,0.0,6-4  6-4 .,3,R32,82,0,3,30,55,22,11,10,1,4,10,2,33,58,27,14,10,1,2,0,0,0,0
2025-403,Miami,Hard,32,A,,20,jacob-fearnley,5,,Jacob Fearnley,R,0,GBR,0.0,thijs-boogaard,,WC,Thijs Boogaard,R,0,NED,0.0,6-4  6-3 .,3,Unknown,75,3,1,28,50,21,16,9,0,0,2,3,36,65,26,11,10,6,9,0,0,0,0
