tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svIn,w_svTot,w_1stWon,w_2ndWon,w_SvGms,w_bpIn,w_bpTot,l_ace,l_df,l_svIn,l_svTot,l_1stWon,l_2ndWon,l_SvGms,l_bpIn,l_bpTot,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-314,Gstaad,Clay,32,A,,24,david-goffin,6/WC,,David Goffin,R,0,BEL,0.0,martin-landaluce,NG,,Martin Landaluce,R,0,ESP,0.0,7-6(2) 6-3 .,3,R32,120,6,7,63,96,40,17,10,13,14,9,4,42,72,37,18,11,7,7,0,0,0,0
2025-500,Halle,Grass,32,A,,24,alex-michelsen,,,Alex Michelsen,R,0,USA,0.0,francisco-cerundolo,5,,Francisco Cerundolo,R,0,ARG,0.0,2-6  7-5  6-4 .,3,R32,122,6,1,57,96,42,20,15,4,7,3,1,58,82,44,11,15,2,5,0,0,0,0
2025-414,Hamburg,Clay,32,A,,24,flavio-cobolli,,,Flavio Cobolli,R,0,ITA,0.0,vitaliy-sachko,,LL,Vitaliy Sachko,R,0,UKR,0.0,5-7  6-2  6-2 .,3,R32,157,1,4,62,106,34,16,14,15,23,4,5,65,106,41,16,14,6,11,0,0,0,0
2025-336,Hong Kong,Hard,32,A,,24,nuno-borges,5,,Nuno Borges,R,0,POR,0.0,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,3-6  6-3  7-6(6).,3,R32,134,9,4,55,81,46,14,15,2,4,17,1,65,107,51,20,15,9,11,0,0,0,0
2025-717,Houston,Clay,32,A,,24,ethan-quinn,,WC,Ethan Quinn,R,0,USA,0.0,jordan-thompson,6,,Jordan Thompson,R,0,AUS,0.0,4-6  6-4  6-3 .,3,R32,156,4,4,54,96,38,23,15,9,13,3,3,58,95,36,18,14,5,10,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,24,yosuke-watanuki,PR,,Yosuke Watanuki,R,0,JPN,0.0,mattia-bellucci,1,,Mattia Bellucci,R,0,ITA,0.0,6-1  6-2 .,3,Unknown,80,2,2,22,42,16,5,7,4,8,7,1,39,68,28,15,8,3,3,0,0,0,0
2025-319,Kitzbuhel,Clay,32,A,,24,filip-misolic,,,Filip Misolic,R,0,AUT,0.0,tomas martin-etcheverry,5,,Tomas Martin Etcheverry,R,0,ARG,0.0,7-5  5-7  6-3 .,3,R32,162,3,4,63,103,44,21,17,6,9,6,1,60,98,41,19,16,3,7,0,0,0,0
2025-311,London,Grass,32,A,,24,arthur-rinderknech,,LL,Arthur Rinderknech,R,0,FRA,0.0,ben-shelton,6,,Ben Shelton,R,0,USA,0.0,7-6(5) 7-6(4).,3,R32,108,14,1,55,74,44,13,12,0,0,22,4,60,85,45,12,12,6,6,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,24,daniel-altmaier,5,,Daniel Altmaier,R,0,GER,0.0,mitchell-krueger,,,Mitchell Krueger,R,0,USA,0.0,6-4  6-3 .,3,R32,92,8,2,26,58,22,18,10,1,2,3,3,33,59,23,11,9,4,7,0,0,0,0
2025-1536,Madrid,Clay,32,A,,24,daniel-altmaier,1,,Daniel Altmaier,R,0,GER,0.0,luca-van assche,,WC,Luca Van Assche,R,0,FRA,0.0,7-6(10) 6-4 .,3,Unknown,132,6,2,42,79,31,20,11,4,6,1,3,53,88,34,17,11,6,9,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,24,roberto-bautista agut,7,,Roberto Bautista Agut,R,0,ESP,0.0,tomas martin-etcheverry,,,Tomas Martin Etcheverry,R,0,ARG,0.0,5-7  6-3  6-2 .,3,R32,154,7,2,44,82,29,17,14,6,12,3,0,60,87,41,14,15,3,7,0,0,0,0
2025-360,Marrakech,Clay,32,A,,24,luciano-darderi,7,,Luciano Darderi,R,0,ITA,0.0,tristan-boyer,,,Tristan Boyer,R,0,USA,0.0,6-4  6-4 .,3,R32,99,2,4,41,73,30,19,10,4,4,3,1,38,62,23,16,10,7,9,0,0,0,0
2025-496,Marseille,Hard,32,A,,24,hugo-grenier,,Q,Hugo Grenier,R,0,FRA,0.0,arthur-gea,,Q,Arthur Gea,R,0,FRA,0.0,7-5  6-4 .,3,R32,102,8,3,43,62,37,11,11,6,6,5,1,43,71,31,14,11,7,9,0,0,0,0
2025-403,Miami,Hard,32,A,,24,camilo-ugo carabelli,1,,Camilo Ugo Carabelli,R,0,ARG,0.0,mitchell-krueger,,,Mitchell Krueger,R,0,USA,0.0,6-2  3-6  6-3 .,3,Unknown,111,5,2,53,79,42,12,13,5,7,2,1,50,81,33,17,13,7,11,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,24,richard-gasquet,,WC,Richard Gasquet,R,0,FRA,0.0,matteo-arnaldi,,,Matteo Arnaldi,R,0,ITA,0.0,6-3  4-6  6-4 .,3,R64,154,5,3,50,95,34,21,15,5,10,1,5,48,99,34,29,14,8,11,0,0,0,0
2025-375,Montpellier,Clay,32,A,,24,aleksandar-kovacevic,,Q,Aleksandar Kovacevic,R,0,USA,0.0,david-goffin,6,,David Goffin,R,0,BEL,0.0,6-2  3-6  6-4 .,3,R32,114,9,5,46,83,38,16,14,4,6,8,1,45,75,34,16,13,3,6,0,0,0,0
2025-308,Munich,Clay,32,A,,24,diego-dedura,,LL,Diego Dedura,R,0,GER,0.0,denis-shapovalov,8,,Denis Shapovalov,R,0,CAN,0.0,7-6(2) 3-0 RET.,3,R32,63,0,0,39,53,30,10,8,2,2,5,3,27,41,22,5,7,2,3,0,0,0,0
2025-6932,Rio De Janeiro,Clay,32,A,,24,tomas martin-etcheverry,8,,Tomas Martin Etcheverry,R,0,ARG,0.0,corentin-moutet,,,Corentin Moutet,R,0,FRA,0.0,6-3  7-6(1).,3,R32,111,4,1,42,67,27,13,11,3,6,2,3,50,65,39,7,10,5,6,0,0,0,0
2025-416,Rome,Clay,32,A,,24,nicolas-moreno de alboran,,,Nicolas Moreno De Alboran,R,0,USA,0.0,raphael-collignon,1,,Raphael Collignon,R,0,BEL,0.0,6-4  6-4 .,3,Unknown,90,4,2,36,55,21,8,10,2,6,3,0,50,67,32,10,10,3,5,0,0,0,0
2025-407,Rotterdam,Hard,32,A,,24,andrea-vavassori,,Q,Andrea Vavassori,R,0,ITA,0.0,felix-auger-aliassime,,,Felix Auger-Aliassime,R,0,CAN,0.0,7-6(3) 6-4 0-0 RET.,3,R32,100,5,5,43,70,36,13,11,3,4,5,3,43,64,33,12,11,1,3,0,0,0,0
2025-440,S Hertogenbosch,Grass,32,A,,24,hubert-hurkacz,5,,Hubert Hurkacz,R,0,POL,0.0,roberto-bautista agut,,,Roberto Bautista Agut,R,0,ESP,0.0,7-6(2) 6-4 .,3,R32,98,0,0,50,76,37,14,11,4,5,16,2,45,66,40,12,11,2,2,0,0,0,0
2025-8996,Santiago,Clay,32,A,,24,tomas martin-etcheverry,5,,Tomas Martin Etcheverry,R,0,ARG,0.0,hugo-gaston,,,Hugo Gaston,R,0,FRA,0.0,6-2  6-3 .,3,R32,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-321,Stuttgart,Clay,32,A,,24,arthur-rinderknech,,,Arthur Rinderknech,R,0,FRA,0.0,denis-shapovalov,5,,Denis Shapovalov,R,0,CAN,0.0,6-4  2-6  6-0 .,3,R32,102,4,9,46,73,31,10,12,3,7,9,3,37,66,28,18,12,3,5,0,0,0,0
2025-421,Toronto,Hard,32,A,,24,juan pablo-ficovich,,Q,Juan Pablo Ficovich,R,0,ARG,0.0,jacob-fearnley,,,Jacob Fearnley,R,0,GBR,0.0,6-2  6-3 .,3,R128,70,1,5,35,64,20,15,9,8,12,2,0,27,38,23,9,8,0,0,0,0,0,0
2025-439,Umag,Clay,32,A,,24,jesper-de jong,,,Jesper de Jong,R,0,NED,0.0,mili-poljicak,,WC,Mili Poljicak,R,0,CRO,0.0,6-3  6-3 .,3,R32,83,4,1,26,49,22,15,9,0,0,1,1,24,52,17,15,9,4,7,0,0,0,0
2025-418,Washington,Clay,32,A,,24,yoshihito-nishioka,,,Yoshihito Nishioka,R,0,JPN,0.0,jenson-brooksby,PR,,Jenson Brooksby,R,0,USA,0.0,6-4  5-7  6-1 .,3,R64,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,24,emilio-nava,15,,Emilio Nava,R,0,USA,0.0,mikhail-kukushkin,,,Mikhail Kukushkin,R,0,KAZ,0.0,7-5  6-2 .,3,Unknown,95,1,0,41,58,25,11,10,5,8,13,4,49,76,39,11,10,9,9,0,0,0,0
2025-807,Acapulco,Hard,32,A,,23,alex-michelsen,,,Alex Michelsen,R,0,USA,0.0,yunchaokete-bu,,WC,Yunchaokete Bu,R,0,CHN,0.0,2-6  7-6(5) 7-6(5).,3,R32,173,6,3,83,121,53,14,16,6,13,10,3,65,105,46,15,16,4,9,0,0,0,0
2025-8998,Adelaide,Hard,32,A,,23,brandon-nakashima,7,,Brandon Nakashima,R,0,USA,0.0,yannick-hanfmann,,Q,Yannick Hanfmann,R,0,GER,0.0,6-1  2-6  6-3 .,3,R32,100,2,5,48,74,33,9,12,3,7,14,3,39,69,31,14,12,2,4,0,0,0,0
2025-301,Auckland,Hard,32,A,,23,nishesh-basavareddy,,Q,Nishesh Basavareddy,R,0,USA,0.0,francisco-comesana,,LL,Francisco Comesana,R,0,ARG,0.0,6-2  6-2 .,3,R32,69,6,0,36,51,25,11,8,2,2,6,2,34,52,19,7,8,5,9,0,0,0,0
2025-425,Barcelona,Clay,32,A,,23,holger-rune,6,,Holger Rune,R,0,DEN,0.0,albert-ramos-vinolas,,WC,Albert Ramos-Vinolas,R,0,ESP,0.0,7-5  6-4 .,3,R32,100,4,1,47,71,34,14,11,3,4,1,3,41,68,28,12,11,4,7,0,0,0,0
2025-316,Bastad,Clay,32,A,,23,mariano-navone,,,Mariano Navone,R,0,ARG,0.0,tomas-barrios vera,,,Tomas Barrios Vera,R,0,CHI,0.0,7-5  7-5 .,3,R32,118,1,0,63,82,35,9,12,5,10,4,1,47,75,30,16,12,4,7,0,0,0,0
2025-339,Brisbane,Hard,32,A,,23,jordan-thompson,8,,Jordan Thompson,R,0,AUS,0.0,matteo-berrettini,,,Matteo Berrettini,R,0,ITA,0.0,3-6  6-3  6-4 .,3,R32,134,6,4,56,93,41,16,14,2,4,8,1,49,76,41,13,14,2,5,0,0,0,0
2025-4462,Bucharest,Clay,32,A,,23,camilo-ugo carabelli,8,,Camilo Ugo Carabelli,R,0,ARG,0.0,radu-albot,,,Radu Albot,R,0,MDA,0.0,6-4  6-3 .,3,R32,92,0,0,38,50,26,8,9,2,3,0,1,39,65,20,14,10,1,5,0,0,0,0
2025-506,Buenos Aires,Clay,32,A,,23,joao-fonseca,,,Joao Fonseca,R,0,BRA,0.0,tomas martin-etcheverry,8,,Tomas Martin Etcheverry,R,0,ARG,0.0,6-3  6-3 .,3,R32,85,5,1,37,61,27,6,9,5,9,3,2,36,52,24,10,9,1,2,0,0,0,0
2025-424,Dallas,Hard,32,A,,23,reilly-opelka,,WC,Reilly Opelka,R,0,USA,0.0,alexander-shevchenko,,,Alexander Shevchenko,R,0,KAZ,0.0,7-6(3) 6-4 .,3,R32,76,18,0,41,63,34,15,11,0,0,8,2,44,61,36,7,11,0,1,0,0,0,0
2025-499,Delray Beach,Clay,32,A,,23,alejandro-davidovich fokina,8,,Alejandro Davidovich Fokina,R,0,ESP,0.0,taro-daniel,,LL,Taro Daniel,R,0,JPN,0.0,6-2  7-6(2).,3,R32,86,2,3,41,58,28,4,10,0,3,8,2,46,66,34,10,10,2,3,0,0,0,0
2025-451,Doha,Hard,32,A,,23,felix-auger-aliassime,,,Felix Auger-Aliassime,R,0,CAN,0.0,quentin-halys,,Q,Quentin Halys,R,0,FRA,0.0,4-6  6-4  7-6(2).,3,R32,154,12,4,87,128,58,21,16,9,11,13,3,62,94,49,19,16,4,6,0,0,0,0
2025-495,Dubai,Hard,32,A,,23,nuno-borges,,,Nuno Borges,R,0,POR,0.0,arthur-fils,8,,Arthur Fils,R,0,FRA,0.0,6-2  6-1 .,3,R32,61,2,3,32,57,19,8,8,7,12,4,1,29,44,22,10,7,3,3,0,0,0,0
2025-741,Eastbourne,Hard,32,A,,23,nuno-borges,8,,Nuno Borges,R,0,POR,0.0,jack-pinnington jones,,WC,Jack Pinnington Jones,R,0,GBR,0.0,4-6  6-3  6-3 .,3,R32,121,7,1,65,86,47,9,14,5,8,3,14,68,105,45,14,14,8,13,0,0,0,0
2025-322,Geneva,Hard,32,A,,23,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,karue-sell,,Q,Karue Sell,R,0,BRA,0.0,6-1  6-1 .,3,R32,45,0,0,19,38,7,8,7,1,6,4,0,23,33,20,9,7,0,0,0,0,0,0
2025-314,Gstaad,Clay,32,A,,23,francisco-comesana,7,,Francisco Comesana,R,0,ARG,0.0,marco-trungelliti,,Q,Marco Trungelliti,R,0,ARG,0.0,6-3  6-4 .,3,R32,76,14,1,41,53,35,7,10,1,1,2,2,39,57,28,8,9,2,4,0,0,0,0
2025-500,Halle,Grass,32,A,,23,denis-shapovalov,,,Denis Shapovalov,R,0,CAN,0.0,ugo-humbert,6,,Ugo Humbert,R,0,FRA,0.0,6-4  4-6  7-6(4).,3,R32,148,10,6,65,95,50,13,16,4,7,8,6,59,106,39,26,16,8,11,0,0,0,0
2025-414,Hamburg,Clay,32,A,,23,tomas martin-etcheverry,,,Tomas Martin Etcheverry,R,0,ARG,0.0,francisco-comesana,,,Francisco Comesana,R,0,ARG,0.0,7-6(4) 6-3 .,3,R32,119,3,0,39,75,30,19,11,3,4,2,3,36,65,27,11,10,3,5,0,0,0,0
2025-336,Hong Kong,Hard,32,A,,23,pedro-martinez,7,,Pedro Martinez,R,0,ESP,0.0,francesco-passaro,,Q,Francesco Passaro,R,0,ITA,0.0,6-4  6-4 .,3,R32,89,5,2,38,55,30,8,10,4,6,3,1,45,63,35,10,10,3,3,0,0,0,0
2025-717,Houston,Clay,32,A,,23,kei-nishikori,8,,Kei Nishikori,R,0,JPN,0.0,mitchell-krueger,,Q,Mitchell Krueger,R,0,USA,0.0,6-4  6-2 .,3,R32,74,4,2,44,57,34,5,9,3,4,2,2,31,48,19,8,9,3,7,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,23,cristian-garin,,,Cristian Garin,R,0,CHI,0.0,daniel-altmaier,2,,Daniel Altmaier,R,0,GER,0.0,7-5  6-4 .,3,Unknown,103,1,3,39,69,25,13,11,3,7,1,2,42,73,27,18,11,7,9,0,0,0,0
2025-319,Kitzbuhel,Clay,32,A,,23,arthur-cazaux,SE,,Arthur Cazaux,R,0,FRA,0.0,ignacio-buse,SE,,Ignacio Buse,R,0,PER,0.0,6-3  3-6  7-5 .,3,R32,135,10,2,47,92,36,27,15,6,7,2,2,46,82,36,22,15,0,2,0,0,0,0
2025-311,London,Grass,32,A,,23,gabriel-diallo,,,Gabriel Diallo,R,0,CAN,0.0,billy-harris,,WC,Billy Harris,R,0,GBR,0.0,6-1  3-6  6-4 .,3,R32,110,11,1,47,78,40,14,13,4,6,10,2,52,80,34,16,13,3,7,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,23,yunchaokete-bu,6,,Yunchaokete Bu,R,0,CHN,0.0,alan-magadan,,Q,Alan Magadan,R,0,MEX,0.0,7-6(5) 6-2 .,3,R32,124,2,4,25,69,20,20,10,1,4,5,4,41,85,33,20,10,6,7,0,0,0,0
2025-1536,Madrid,Clay,32,A,,23,jacob-fearnley,2,,Jacob Fearnley,R,0,GBR,0.0,pavel-kotov,,,Pavel Kotov,R,0,RUS,0.0,4-6  6-4  6-1 .,3,Unknown,126,3,1,47,82,33,20,13,1,3,4,1,47,84,35,15,14,3,8,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,23,brandon-holt,,Q,Brandon Holt,R,0,USA,0.0,benjamin-bonzi,,,Benjamin Bonzi,R,0,FRA,0.0,2-6  6-4  6-4 .,3,R32,109,9,1,63,83,46,10,14,2,4,7,2,56,81,39,16,14,1,3,0,0,0,0
2025-360,Marrakech,Clay,32,A,,23,vit-kopriva,,,Vit Kopriva,R,0,CZE,0.0,borna-gojo,PR,,Borna Gojo,R,0,CRO,0.0,2-6  6-2  6-4 .,3,R32,118,3,3,53,84,34,16,13,5,9,5,4,45,73,29,13,13,0,5,0,0,0,0
2025-496,Marseille,Hard,32,A,,23,pierre-hugues-herbert,,Q,Pierre-Hugues Herbert,R,0,FRA,0.0,harold-mayot,,,Harold Mayot,R,0,FRA,0.0,2-6  7-5  6-3 .,3,R32,154,16,13,55,119,45,25,15,10,13,6,2,58,99,40,19,14,9,12,0,0,0,0
2025-403,Miami,Hard,32,A,,23,francisco-comesana,2,,Francisco Comesana,R,0,ARG,0.0,michael-mmoh,PR,,Michael Mmoh,R,0,USA,0.0,6-3  6-4 .,3,Unknown,87,10,2,48,67,37,9,10,7,8,7,5,39,53,29,3,9,5,8,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,23,jordan-thompson,,,Jordan Thompson,R,0,AUS,0.0,giovanni-mpetshi perricard,,,Giovanni Mpetshi Perricard,R,0,FRA,0.0,6-4  6-3 .,3,R64,92,1,1,29,49,22,15,9,0,0,9,4,53,81,30,17,10,10,13,0,0,0,0
2025-375,Montpellier,Clay,32,A,,23,nikoloz-basilashvili,,Q,Nikoloz Basilashvili,R,0,GEO,0.0,mikhail-kukushkin,,,Mikhail Kukushkin,R,0,KAZ,0.0,6-3 6-3 5-0 RET.,3,R32,104,8,1,38,71,30,17,12,2,4,8,0,38,69,22,16,11,4,8,0,0,0,0
2025-6932,Rio De Janeiro,Clay,32,A,,23,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,hugo-dellien,,Q,Hugo Dellien,R,0,BOL,0.0,7-6(2) 2-2 RET.,3,R32,87,11,2,36,57,23,14,8,0,2,1,1,43,56,28,5,8,3,5,0,0,0,0
2025-416,Rome,Clay,32,A,,23,sebastian-ofner,,,Sebastian Ofner,R,0,AUT,0.0,kamil-majchrzak,2,,Kamil Majchrzak,R,0,POL,0.0,6-4  6-4 .,3,Unknown,88,1,1,32,62,22,19,10,5,7,10,0,35,67,29,16,10,2,2,0,0,0,0
2025-407,Rotterdam,Hard,32,A,,23,carlos-alcaraz,1,,Carlos Alcaraz,R,0,ESP,0.0,botic-van de zandschulp,,WC,Botic van de Zandschulp,R,0,NED,0.0,7-6(3) 3-6  6-1 .,3,R32,154,3,5,53,95,36,22,14,4,7,4,8,63,100,41,16,14,5,9,0,0,0,0
2025-440,S Hertogenbosch,Grass,32,A,,23,daniel-evans,,Q,Daniel Evans,R,0,GBR,0.0,rinky-hijikata,,,Rinky Hijikata,R,0,AUS,0.0,3-6  6-4  6-3 .,3,R32,135,5,4,49,88,32,19,14,6,11,5,5,47,96,29,26,14,10,14,0,0,0,0
2025-8996,Santiago,Clay,32,A,,23,mariano-navone,6,,Mariano Navone,R,0,ARG,0.0,alexander-shevchenko,,,Alexander Shevchenko,R,0,KAZ,0.0,6-2  6-2 .,3,R32,66,0,2,31,48,23,10,8,2,3,2,1,31,45,19,2,8,2,7,0,0,0,0
2025-321,Stuttgart,Clay,32,A,,23,alex-michelsen,7,,Alex Michelsen,R,0,USA,0.0,gael-monfils,,,Gael Monfils,R,0,FRA,0.0,6-4  4-6  6-3 .,3,R32,105,6,5,57,82,45,13,15,1,3,14,7,63,93,46,12,14,9,12,0,0,0,0
2025-421,Toronto,Hard,32,A,,23,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,quentin-halys,,,Quentin Halys,R,0,FRA,0.0,4-6  6-4  7-5 .,3,R128,137,9,8,56,117,48,27,16,11,13,12,7,60,95,46,16,16,0,3,0,0,0,0
2025-439,Umag,Clay,32,A,,23,dino-prizmic,,WC,Dino Prizmic,R,0,CRO,0.0,elmer-moller,,,Elmer Moller,R,0,DEN,0.0,6-4  6-2 .,3,R32,110,2,3,32,64,22,13,9,4,7,0,3,44,69,22,9,9,9,15,0,0,0,0
2025-418,Washington,Clay,32,A,,23,cameron-norrie,,,Cameron Norrie,R,0,GBR,0.0,billy-harris,,Q,Billy Harris,R,0,GBR,0.0,6-3  7-6(4).,3,R64,103,3,1,44,76,35,17,11,3,4,6,0,40,60,29,12,10,2,4,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,23,arthur-cazaux,1,,Arthur Cazaux,R,0,FRA,0.0,mark-lajal,,,Mark Lajal,R,0,EST,0.0,4-6  6-1  6-2 .,3,Unknown,130,18,5,53,85,41,14,13,6,8,5,5,46,79,27,16,12,5,10,0,0,0,0
2025-9900,Perth Sydney,Hard,32,A,,23,alexander-zverev,11,,Alexander Zverev,R,0,GER,0.0,zhizhen-zhang,5,,Zhizhen Zhang,R,0,CHN,0.0,2-6  6-0  6-2 .,3,Unknown,125,3,1,62,48,65,37,11,44,4,6,3,71,47,77,42,11,60,3,0,0,0,0
2025-807,Acapulco,Hard,32,A,,22,brandon-nakashima,,,Brandon Nakashima,R,0,USA,0.0,benjamin-bonzi,,,Benjamin Bonzi,R,0,FRA,0.0,7-6(6) 7-5 .,3,R32,136,2,0,53,95,35,21,12,13,16,5,1,46,83,36,18,12,5,7,0,0,0,0
2025-8998,Adelaide,Hard,32,A,,22,tomas martin-etcheverry,8,,Tomas Martin Etcheverry,R,0,ARG,0.0,tristan-schoolkate,,WC,Tristan Schoolkate,R,0,AUS,0.0,7-6(8) 6-3 .,3,R32,111,4,1,42,71,33,19,11,3,3,14,1,36,65,31,13,10,1,2,0,0,0,0
2025-301,Auckland,Hard,32,A,,22,facundo-diaz acosta,,LL,Facundo Diaz Acosta,R,0,ARG,0.0,cameron-norrie,,,Cameron Norrie,R,0,GBR,0.0,6-2  6-3 .,3,R32,82,1,1,33,50,19,4,8,5,10,1,5,40,54,28,5,9,3,5,0,0,0,0
2025-425,Barcelona,Clay,32,A,,22,jacob-fearnley,,LL,Jacob Fearnley,R,0,GBR,0.0,roberto-carballes baena,,,Roberto Carballes Baena,R,0,ESP,0.0,6-1  7-5 .,3,R32,113,2,2,38,71,19,14,10,10,16,4,1,40,69,26,15,9,7,9,0,0,0,0
2025-316,Bastad,Clay,32,A,,22,camilo-ugo carabelli,5,,Camilo Ugo Carabelli,R,0,ARG,0.0,cristian-garin,,,Cristian Garin,R,0,CHI,0.0,6-4  6-4 .,3,R32,123,1,2,46,71,27,12,10,9,12,2,2,55,83,32,10,10,9,14,0,0,0,0
2025-339,Brisbane,Hard,32,A,,22,nicolas-jarry,,,Nicolas Jarry,R,0,CHI,0.0,mariano-navone,,,Mariano Navone,R,0,ARG,0.0,7-5  7-6(7).,3,R32,108,10,1,49,77,37,15,12,1,3,7,1,47,75,39,17,12,3,4,0,0,0,0
2025-4462,Bucharest,Clay,32,A,,22,francisco-comesana,,,Francisco Comesana,R,0,ARG,0.0,martin-klizan,,Q,Martin Klizan,R,0,SVK,0.0,4-6  7-5  7-5 .,3,R32,152,0,4,69,107,50,16,17,5,9,7,5,60,89,48,15,17,2,5,0,0,0,0
2025-506,Buenos Aires,Clay,32,A,,22,federico-coria,,LL,Federico Coria,R,0,ARG,0.0,hugo-gaston,,,Hugo Gaston,R,0,FRA,0.0,6-3  6-2 .,3,R32,68,0,3,37,61,18,9,9,5,11,3,0,28,42,23,6,8,1,3,0,0,0,0
2025-424,Dallas,Hard,32,A,,22,denis-shapovalov,,,Denis Shapovalov,R,0,CAN,0.0,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,6-3 6-7(5) 6-3 .,3,R32,120,4,4,64,93,47,14,14,3,6,20,4,59,98,52,19,16,4,5,0,0,0,0
2025-499,Delray Beach,Clay,32,A,,22,arthur-rinderknech,9,,Arthur Rinderknech,R,0,FRA,0.0,dmitry-popko,,LL,Dmitry Popko,R,0,KAZ,0.0,6-2  6-4 .,3,R32,83,3,0,38,54,29,10,9,0,0,2,1,30,64,20,16,9,4,7,0,0,0,0
2025-451,Doha,Hard,32,A,,22,zizou-bergs,,,Zizou Bergs,R,0,BEL,0.0,roberto-bautista agut,,,Roberto Bautista Agut,R,0,ESP,0.0,6-4  7-6(4).,3,R32,114,7,0,34,61,25,17,11,0,2,1,2,43,77,31,15,11,5,8,0,0,0,0
2025-495,Dubai,Hard,32,A,,22,felix-auger-aliassime,,,Felix Auger-Aliassime,R,0,CAN,0.0,alexander-bublik,,,Alexander Bublik,R,0,KAZ,0.0,7-6(7) 6-7(4) 6-3 .,3,R32,169,16,7,79,126,52,27,17,14,17,8,5,81,113,62,17,16,6,7,0,0,0,0
2025-741,Eastbourne,Hard,32,A,,22,jenson-brooksby,,LL,Jenson Brooksby,R,0,USA,0.0,francisco-comesana,,,Francisco Comesana,R,0,ARG,0.0,7-6(6) 6-4 .,3,R32,105,2,0,44,68,31,16,11,3,5,6,4,52,74,34,11,11,7,10,0,0,0,0
2025-322,Geneva,Hard,32,A,,22,arthur-rinderknech,,,Arthur Rinderknech,R,0,FRA,0.0,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,6-4  6-2 .,3,R32,73,4,0,31,52,25,13,9,0,0,1,0,36,56,23,10,9,6,9,0,0,0,0
2025-314,Gstaad,Clay,32,A,,22,francesco-passaro,,Q,Francesco Passaro,R,0,ITA,0.0,arthur-rinderknech,8,,Arthur Rinderknech,R,0,FRA,0.0,6-1  7-5 .,3,R32,74,7,3,26,49,22,8,9,1,4,5,0,37,51,30,12,10,2,2,0,0,0,0
2025-500,Halle,Grass,32,A,,22,tomas-machac,7,,Tomas Machac,R,0,CZE,0.0,jesper-de jong,,LL,Jesper de Jong,R,0,NED,0.0,7-5  3-6  6-3 .,3,R32,133,9,3,49,89,32,23,15,1,5,12,3,55,93,41,19,15,2,5,0,0,0,0
2025-414,Hamburg,Clay,32,A,,22,giovanni-mpetshi perricard,,,Giovanni Mpetshi Perricard,R,0,FRA,0.0,alexander-bublik,,,Alexander Bublik,R,0,KAZ,0.0,7-6(6) 6-4 .,3,R32,84,10,5,52,79,42,13,11,4,5,7,2,44,65,31,12,11,2,4,0,0,0,0
2025-336,Hong Kong,Hard,32,A,,22,zizou-bergs,,WC,Zizou Bergs,R,0,BEL,0.0,alejandro-moro canas,,Q,Alejandro Moro Canas,R,0,ESP,0.0,6-4  6-4 .,3,R32,91,11,1,38,54,31,11,10,1,2,2,3,48,78,31,12,10,6,9,0,0,0,0
2025-717,Houston,Clay,32,A,,22,christopher-eubanks,,,Christopher Eubanks,R,0,USA,0.0,rinky-hijikata,,,Rinky Hijikata,R,0,AUS,0.0,6-2  4-6  6-3 .,3,R32,115,3,4,50,85,30,17,13,3,7,8,0,53,80,39,16,14,4,6,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,22,botic-van de zandschulp,3,,Botic van de Zandschulp,R,0,NED,0.0,lukas-klein,,,Lukas Klein,R,0,SVK,0.0,5-7  6-3  6-3 .,3,Unknown,170,7,7,63,124,42,27,15,15,20,2,8,71,127,39,25,15,12,19,0,0,0,0
2025-319,Kitzbuhel,Clay,32,A,,22,yannick-hanfmann,,Q,Yannick Hanfmann,R,0,GER,0.0,lukas-neumayer,,WC,Lukas Neumayer,R,0,AUT,0.0,7-5  6-2 .,3,R32,101,8,2,36,64,28,15,10,6,7,6,1,42,75,25,15,10,4,8,0,0,0,0
